date, pm25, pm10, o3, no2, so2, co
2021-10-06, 37, 18, 21, 11, , 3
2021-10-07, 43, 36, 28, 14, , 5
2021-10-08, 72, 26, 22, 13, 1, 5
2021-10-09, 102, 19, 23, 7, , 1
2021-10-10, 31, 27, 24, 17, , 3
2021-10-11, 44, 34, 26, 19, , 5
2021-10-12, 52, 48, 33, 24, 1, 5
2021-10-13, 97, 41, 19, 22, 1, 5
2021-10-14, 85, 24, 23, 13, 1, 2
2021-10-15, 40, 17, 25, 5, , 4
2021-10-16, 25, 40, 17, 17, , 3
2021-10-17, 65, 62, 17, 24, 1, 5
2021-10-18, 114, 14, 23, 8, , 1
2021-10-19, 27, 44, 17, 16, , 3
2021-10-20, 78, 35, 23, 13, , 4
2021-10-21, 58, 24, 28, 12, , 2
2021-10-22, 41, 54, 22, 21, 1, 4
2021-10-23, 95, 69, 27, 30, 1, 8
2021-10-24, 157, 89, 28, 34, 1, 9
2021-10-25, 190, 38, 27, 21, , 6
2021-10-26, 107, 22, 25, 12, , 2
2021-10-27, 37, 45, 17, 20, , 4
2021-10-28, 76, 71, 14, 26, 2, 8
2021-10-29, 148, 84, 28, 21, 1, 9
2021-10-30, 179, 45, 25, 4, , 3
2021-10-31, 68, 60, 10, 19, , 8
2021-11-01, 140, 65, 11, 24, , 6
2021-11-02, 156, 65, 9, 28, , 9
2021-11-03, 175, 84, 12, 26, , 9
2021-11-04, 196, 87, 6, 28, , 11
2021-11-05, 203, 67, 20, 16, , 11
2021-11-06, 113, 8, 23, 4, , 4
2021-11-07, 15, 15, 26, 4, , 3
2021-11-08, 21, 16, 27, 5, , 31
2021-11-09, 22, 16, 26, 6, 1, 2
2021-11-10, 24, 17, 24, 7, , 2
2021-11-11, 23, 38, 18, 20, , 4
2021-11-12, 55, 56, 24, 18, 1, 5
2021-11-13, 74, 56, 17, 19, , 3
2021-11-14, 74, 74, 16, 17, 1, 4
2021-11-15, 100, 69, 12, 21, , 8
2021-11-16, 137, 79, 10, 31, 1, 10
2021-11-17, 169, 79, 6, 36, , 13
2021-11-18, 187, 34, 18, 14, 1, 3
2021-11-19, 43, 55, 7, 21, , 5
2021-11-20, 77, 122, 21, 9, , 5
2021-11-21, 92, 33, 20, 4, , 1
2021-11-22, 32, 46, 11, 21, , 5
2021-11-23, 66, 67, 7, 26, 1, 7
2021-11-24, 106, 66, 12, 26, 1, 10
2021-11-25, 112, 48, 19, 19, , 4
2021-11-26, 69, 73, 6, 30, 1, 9
2021-11-27, 153, 86, 4, 34, 2, 12
2021-11-28, 179, 33, 13, 19, , 7
2021-11-29, 125, 20, 21, 5, , 1
2021-11-30, 19, 22, 19, 14, 1, 3
2021-12-01, 36, 37, 25, 13, , 2
2021-12-02, 41, 42, 16, 17, , 4
2021-12-03, 56, 52, 9, 30, , 7
2021-12-04, 82, 77, 3, 39, 1, 11
2021-12-05, 152, 40, 24, 16, , 4
2021-12-06, 54, 33, 14, 21, , 4
2021-12-07, 49, 57, 4, 28, 1, 6
2021-12-08, 106, 75, 1, 28, , 9
2021-12-09, 175, 50, 12, 22, , 7
2021-12-10, 135, 41, 24, 16, , 5
2021-12-11, 79, 16, 22, 5, , 1
2021-12-12, 20, 51, 10, 25, 1, 5
2021-12-13, 90, 68, 6, 31, 1, 9
2021-12-14, 146, 82, 2, 36, 1, 13
2021-12-15, 164, 47, 24, 11, , 7
2021-12-16, 60, 20, 22, 7, , 3
2021-12-17, 28, 46, 24, 17, 1, 3
2021-12-18, 55, 71, 6, 35, 1, 7
2021-12-19, 116, 81, 16, 34, 1, 10
2021-12-20, 126, 56, 17, 19, 1, 5
2021-12-21, 81, 47, 12, 17, 1, 6
2021-12-22, 96, 61, 5, 20, 1, 8
2021-12-23, 126, 27, 22, 7, 1, 4
2021-12-24, 33, 17, 22, 5, , 3
2021-12-25, 24, 25, 17, 11, , 1
2021-12-26, 39, 53, 10, 27, , 6
2021-12-27, 82, 57, 7, 30, 1, 8
2021-12-28, 109, 44, 24, 10, , 3
2021-12-29, 44, 43, 26, 11, , 2
2021-12-30, 47, 49, 9, 29, 2, 6
2021-12-31, 83, 55, 24, 20, 2, 6
2022-01-01, 96, 24, 19, 10, , 2
2022-01-02, 47, 49, 14, 21, , 4
2022-01-03, 77, 54, 7, 28, 3, 9
2022-01-04, 105, 62, 8, 27, 1, 9
2022-01-05, 146, 57, 16, 25, 1, 9
2022-01-06, 135, 74, 4, 34, 1, 13
2022-01-07, 170, 57, 20, 25, 1, 9
2022-01-08, 114, 57, 9, 20, 1, 8
2022-01-09, 114, 29, 24, 11, , 4
2022-01-10, 59, 27, 14, 12, , 2
2022-01-11, 42, 39, 20, 15, , 4
2022-01-12, 59, 18, 19, 9, , 2
2022-01-13, 33, 70, 8, 27, 1, 8
2022-01-14, 135, 50, 24, 17, , 6
2022-01-15, 88, 20, 17, 11, , 2
2022-01-16, 33, 33, 20, 17, 1, 3
2022-01-17, 51, 65, 5, 31, 3, 9
2022-01-18, 138, 63, 13, 19, 3, 10
2022-01-19, 136, 40, 15, 12, 1, 4
2022-01-20, 108, 59, 14, 15, 1, 7
2022-01-21, 141, , 10, 21, 2, 15
2022-01-22, 174, , 6, 23, 1, 14
2022-01-23, 186, 60, 11, 20, , 16
2022-01-24, 199, 8, 23, 11, , 7
2022-01-25, 113, 13, 22, 8, 1, 3
2022-01-26, 45, 17, 24, 7, 1, 2
2022-01-27, 43, 21, 23, 7, , 2
2022-01-28, 43, 26, 24, 10, , 3
2022-01-29, 51, 92, 23, 19, 1, 10
2022-01-30, 163, 16, 26, 3, , 2
2022-01-31, 35, 9, 28, 4, , 1
2022-02-01, 26, 18, 27, 7, 1, 2
2022-02-02, 35, 11, 30, 4, 1, 2
2022-02-03, 25, 11, 29, 2, , 1
2022-02-04, 18, 11, 29, 3, , 1
2022-02-05, 19, 13, 30, 4, , 1
2022-02-06, 24, 16, 27, 5, , 2
2022-02-07, 32, 26, 26, 12, , 2
2022-02-08, 50, 58, 22, 23, 1, 6
2022-02-09, 115, 64, 33, 21, 1, 7
2022-02-10, 140, 63, 31, 16, , 6
2022-02-11, 130, 51, 22, 7, 1, 4
2022-02-12, 92, 59, 19, 9, 1, 6
2022-02-13, 133, 17, 29, 4, , 2
2022-02-14, 51, 18, 26, 6, , 2
2022-02-15, 45, 20, 28, 6, 1, 2
2022-02-16, 45, 37, 30, 13, 1, 4
2022-02-17, 78, 39, 30, 10, , 3
2022-02-18, 95, 14, 29, 3, , 1
2022-02-19, 31, 19, 28, 7, , 1
2022-02-20, 32, 18, 28, 5, , 1
2022-02-21, 30, 17, 30, 5, 1, 1
2022-02-22, 34, 25, 23, 13, , 3
2022-02-23, 52, 41, 25, 17, 1, 4
2022-02-24, 72, 87, 29, 25, 2, 8
2022-02-25, 146, 18, 33, 7, , 2
2022-02-26, 41, 49, 25, 22, 1, 4
2022-02-27, 72, 85, 29, 24, 3, 8
2022-02-28, 134, 16, 28, 5, , 1
2022-03-01, 21, 45, 32, 15, 2, 3
2022-03-02, 54, 59, 30, 13, 3, 5
2022-03-03, 74, 77, 32, 13, 2, 4
2022-03-04, 84, 30, 32, 5, , 1
2022-03-05, 22, 49, 32, 20, 2, 3
2022-03-06, 71, 47, 32, 16, 1, 4
2022-03-07, 65, 78, 35, 24, 2, 7
2022-03-08, 137, 115, 45, 31, 3, 10
2022-03-09, 173, 154, 63, 25, 3, 11
2022-03-10, 201, 104, 31, 17, 2, 8
2022-03-11, 153, 57, 37, 13, 1, 5
2022-03-12, 114, 65, 32, 14, , 6
2022-03-13, 143, 43, 39, 7, , 3
2022-03-14, 83, 64, 28, 11, , 5
2022-03-15, 119, 82, 28, 15, 1, 5
2022-03-16, 122, 38, 21, 8, 1, 2
2022-03-17, 65, 52, 13, 12, 1, 5
2022-03-18, 128, 24, 35, 8, 1, 3
2022-03-19, 73, 47, 35, 14, , 3
2022-03-20, 92, 9, 34, 5, , 1
2022-03-21, 21, 26, 28, 9, , 2
2022-03-22, 48, 65, 20, 21, , 4
2022-03-23, 136, 88, 8, 24, , 7
2022-03-24, 167, 95, 24, 13, , 4
2022-03-25, 128, 65, 34, 9, , 1
2022-03-26, 53, 23, 37, 4, , 1
2022-03-27, 17, 66, 41, 8, 1, 2
2022-03-28, 77, 72, 28, 12, , 5
2022-03-29, 122, 35, 24, 9, , 4
2022-03-30, 87, 18, 35, 9, , 2
2022-03-31, 44, 29, 37, 11, , 1
2022-04-01, 40, 29, 36, 10, , 2
2022-04-02, 52, 52, 49, 11, , 2
2022-04-03, 74, 82, 74, 10, 1, 5
2022-04-04, 152, 73, 40, 12, , 3
2022-04-05, 112, 52, 31, 6, 1, 2
2022-04-06, 44, 60, 31, 15, 1, 2
2022-04-07, 72, 100, 84, 16, 3, 9
2022-04-08, 163, 106, 65, 17, 1, 8
2022-04-09, 163, 113, 95, 15, 2, 10
2022-04-10, 176, 115, 37, 19, , 8
2022-04-11, 145, 69, 43, 5, , 2
2022-04-12, 53, 50, 48, 7, , 2
2022-04-13, 77, 25, 37, 8, , 2
2022-04-14, 35, 21, 38, 4, , 1
2022-04-15, 27, 34, 40, 10, , 1
2022-04-16, 63, 73, 33, 19, 1, 4
2022-04-17, 141, 83, 76, 17, 2, 5
2022-04-18, 157, 71, 54, 20, 1, 5
2022-04-19, 125, 68, 74, 12, 1, 4
2022-04-20, 114, 84, 39, 8, 1, 3
2022-04-21, 87, 35, 43, 4, , 1
2022-04-22, 44, 72, 64, 12, 1, 4
2022-04-23, 96, 96, 81, 18, 3, 8
2022-04-24, 134, 101, 83, 19, 1, 11
2022-04-25, 163, 75, 38, 6, 1, 3
2022-04-26, 122, 26, 29, 5, , 2
2022-04-27, 42, 21, 34, 5, , 3
2022-04-28, 50, 49, 41, 8, , 3
2022-04-29, 126, 11, 37, 4, 1, 1
2022-04-30, 69, 31, 40, 13, , 1
2022-05-01, 59, 46, 57, 16, 1, 4
2022-05-02, 87, 58, 79, 14, 1, 3
2022-05-03, 111, 69, 94, 14, 1, 2
2022-05-04, 130, 66, 96, 7, 1, 3
2022-05-05, 139, 49, 36, 5, , 2
2022-05-06, 87, 32, 34, 9, , 2
2022-05-07, 93, 24, 30, 6, , 2
2022-05-08, 59, 29, 46, 9, , 2
2022-05-09, 75, 58, 31, 9, , 2
2022-05-10, 149, 38, 39, 9, 3, 6
2022-05-11, 118, 21, 39, 4, 1, 3
2022-05-12, 59, 18, 36, 5, , 1
2022-05-13, 51, 15, 38, 5, 1, 1
2022-05-14, 46, 22, 40, 9, 2, 3
2022-05-15, 55, 23, 47, 9, 1, 3
2022-05-16, 67, 57, 79, 13, 2, 4
2022-05-17, 104, 37, 53, 9, 1, 3
2022-05-18, 88, 67, 104, 16, 1, 8
2022-05-19, 128, 78, 119, 17, 2, 7
2022-05-20, 149, 64, 114, 12, 1, 5
2022-05-21, 133, 64, 124, 11, 2, 4
2022-05-22, 125, 57, 93, 7, , 4
2022-05-23, 104, 56, 93, 9, , 6
2022-05-24, 102, 16, 40, 2, , 1
2022-05-25, 20, 22, 36, 7, , 2
2022-05-26, 32, 36, 60, 11, 1, 5
2022-05-27, 52, 64, 123, 8, 2, 4
2022-05-28, 85, 36, 51, 4, , 2
2022-05-29, 52, 25, 45, 9, , 1
2022-05-30, 38, 52, 99, 18, 1, 2
2022-05-31, 73, 35, 66, 14, , 2
2022-06-01, 59, 51, 126, 16, 1, 3
2022-06-02, 78, 64, 145, 12, 3, 7
2022-06-03, 105, 40, 82, 5, , 3
2022-06-04, 76, 29, 41, 6, , 2
2022-06-05, 61, 7, 39, 2, 1, 2
2022-06-06, 17, 24, 54, 6, , 5
2022-06-07, 31, 48, 49, 7, 2, 6
2022-06-08, 78, 43, 47, 9, 1, 8
2022-06-09, 79, 58, 80, 7, 1, 6
2022-06-10, 111, 49, 54, 8, , 4
2022-06-11, 76, 33, 71, 6, , 4
2022-06-12, 64, 29, 46, 7, , 4
2022-06-13, 62, 31, 50, 10, , 5
2022-06-14, 58, 43, 74, 7, , 7
2022-06-15, 82, 49, 102, 10, 1, 4
2022-06-16, 77, 69, 111, 11, 2, 8
2022-06-17, 135, 60, 115, 6, 1, 9
2022-06-18, 125, 54, 107, 6, 1, 7
2022-06-19, 95, 60, 124, 7, , 8
2022-06-20, 121, 87, 130, 11, 1, 10
2022-06-21, 158, 73, 48, 10, , 9
2022-06-22, 141, 21, 64, 8, , 6
2022-06-23, 52, 15, 66, 12, , 2
2022-06-24, 25, 54, 161, 17, 1, 3
2022-06-25, 69, 54, 88, 7, 1, 6
2022-06-26, 80, 37, 62, 6, , 5
2022-06-27, 68, 20, 37, 5, 1, 3
2022-06-28, 39, 13, 40, 3, 1, 3
2022-06-29, 26, 25, 67, 5, 1, 4
2022-06-30, 41, 26, 64, 3, , 6
2022-07-01, 55, 49, 87, 8, 1, 7
2022-07-02, 109, 29, 50, 5, 1, 6
2022-07-03, 67, 28, 49, 9, , 5
2022-07-04, 65, 49, 60, 9, , 6
2022-07-05, 110, 13, 51, 7, , 3
2022-07-06, 30, 25, 85, 13, , 3
2022-07-07, 47, 37, 71, 14, , 3
2022-07-08, 59, 29, 38, 19, , 2
2022-07-09, 37, 18, 47, 7, , 3
2022-07-10, 29, 38, 53, 13, , 5
2022-07-11, 59, 23, 42, 7, , 4
2022-07-12, 46, 23, 63, 11, , 6
2022-07-13, 42, 20, 66, 11, , 3
2022-07-14, 31, 30, 64, 17, , 3
2022-07-15, 34, 55, 120, 15, 1, 7
2022-07-16, 74, 33, 46, 12, , 3
2022-07-17, 48, 25, 58, 8, , 4
2022-07-18, 34, 41, 95, 14, , 4
2022-07-19, 46, 46, 74, 10, , 4
2022-07-20, 75, 39, 111, 10, , 3
2022-07-21, 59, 54, 85, 15, , 4
2022-07-22, 70, 18, 66, 7, , 2
2022-07-23, 32, 44, 106, 11, , 3
2022-07-24, 67, 43, 90, 9, , 2
2022-07-25, 60, 38, 76, 7, , 4
2022-07-26, 74, 29, 40, 6, 1, 6
2022-07-27, 49, 7, 46, 5, 1, 2
2022-07-28, 17, 26, 79, 10, 1, 3
2022-07-29, 50, 45, 76, 8, , 5
2022-07-30, 82, 38, 74, 10, 1, 3
2022-07-31, 68, 55, 92, 10, , 4
2022-08-01, 89, 54, 74, 12, , 4
2022-08-02, 103, 49, 73, 8, 9, 3
2022-08-03, 91, 51, 73, 7, , 4
2022-08-04, 94, 25, 93, 7, 1, 3
2022-08-05, 56, 40, 49, 14, 1, 5
2022-08-06, 67, 38, 67, 9, , 6
2022-08-07, 81, 13, 26, 8, , 3
2022-08-08, 33, 14, 30, 7, , 2
2022-08-09, 28, 23, 57, 9, 1, 3
2022-08-10, 42, 40, 64, 8, , 4
2022-08-11, 57, 50, 77, 7, , 6
2022-08-12, 85, 58, 76, 10, , 7
2022-08-13, 118, 43, 28, 8, , 9
2022-08-14, 75, 17, 32, 10, 1, 5
2022-08-15, 35, 12, 52, 10, , 2
2022-08-16, 24, 45, 60, 8, 1, 3
2022-08-17, 65, 43, 41, 9, , 5
2022-08-18, 71, 17, 31, 8, , 4
2022-08-19, 38, 22, 52, 12, , 3
2022-08-20, 43, 44, 70, 8, , 4
2022-08-21, 67, 17, 48, 6, 1, 2
2022-08-22, 38, 8, 20, 8, , 1
2022-08-23, 19, 22, 43, 7, , 2
2022-08-24, 32, 25, 29, 8, 1, 2
2022-08-25, 36, 20, 21, 9, , 1
2022-08-26, 23, 16, 27, 8, , 1
2022-08-27, 18, 42, 25, 16, , 2
2022-08-28, 55, 29, 30, 5, , 2
2022-08-29, 59, 36, 61, 9, , 3
2022-08-30, 86, 11, 32, 11, , 1
2022-08-31, 26, 26, 45, 9, , 1
2022-09-01, 30, 39, 51, 13, , 2
2022-09-02, 54, 54, 60, 18, , 4
2022-09-03, 87, 48, 63, 12, , 4
2022-09-04, 114, 13, 33, 9, , 1
2022-09-05, 18, 26, 29, 15, , 2
2022-09-06, 32, 33, 51, 14, , 3
2022-09-07, 45, 53, 97, 18, , 4
2022-09-08, 70, 69, 124, 20, , 7
2022-09-09, 115, 68, 118, 19, , 8
2022-09-10, 131, 46, 79, 9, , 5
2022-09-11, 84, 64, 98, 11, , 6
2022-09-12, 128, 69, 83, 17, 1, 7
2022-09-13, 140, 44, 56, 10, , 5
2022-09-14, 91, 42, 66, 9, , 4
2022-09-15, 67, 47, 79, 14, , 4
2022-09-16, 78, 69, 95, 17, 1, 6
2022-09-17, 109, 30, 36, 12, , 3
2022-09-18, 44, 25, 31, 12, , 1
2022-09-19, 28, 24, 32, 7, , 1
2022-09-20, 28, 51, 54, 15, 1, 3
2022-09-21, 66, 47, 31, 8, , 3
2022-09-22, 59, 24, 28, 4, , 1
2022-09-23, 18, 42, 43, 14, 1, 2
2022-09-24, 57, 83, 76, 21, 2, 5
2022-09-25, 129, 90, 101, 31, 2, 8
2022-09-26, 148, 90, 101, 31, 1, 7
2022-09-27, 141, 91, 98, 28, 1, 8
2022-09-28, 137, 97, 111, 28, 1, 9
2022-09-29, 158, 102, 104, 31, 1, 9
2022-09-30, 160, 78, 50, 19, , 6
2022-10-01, 140, 18, 29, 7, , 3
2022-10-02, 49, 11, 19, 6, 1, 2
2022-10-03, 30, 8, 24, 4, 1, 1
2022-10-04, 14, 24, 24, 9, , 1
2022-10-05, 39, 45, 27, 14, , 2
2022-10-06, 75, 68, 36, 16, 1, 5
2022-10-07, 134, 71, 19, 15, , 4
2022-10-08, 151, 9, 26, 3, 1, 1
2022-10-09, 10, 19, 28, 8, , 2
2022-10-10, 21, 33, 25, 17, , 4
2022-10-11, 59, 74, 28, 26, 1, 7
2022-10-12, 135, 95, 33, 29, 1, 7
2022-10-13, 167, 112, 51, 32, , 8
2022-10-14, 180, 117, 67, 27, , 8
2022-10-15, 188, 21, 24, 6, , 2
2022-10-16, 32, 22, 21, 7, , 1
2022-10-17, 17, 30, 24, 14, , 2
2022-10-18, 43, 68, 26, 22, 1, 6
2022-10-19, 113, 95, 22, 30, 1, 6
2022-10-20, 165, 107, 49, 29, 1, 7
2022-10-21, 177, 38, 27, 12, , 2
2022-10-22, 53, 27, 26, 15, , 2
2022-10-23, 41, 63, 28, 22, 1, 6
2022-10-24, 99, 107, 36, 30, 2, 8
2022-10-25, 174, 106, 27, 28, 1, 6
2022-10-26, 167, 20, 15, 10, 1, 1
2022-10-27, 29, 54, 10, 19, 1, 4
2022-10-28, 69, 65, 19, 17, 1, 6
2022-10-29, 108, 77, 21, 17, 1, 5
2022-10-30, 158, 33, 23, 10, , 3
2022-10-31, 65, 28, 19, 15, , 2
2022-11-01, 42, 61, 21, 20, 1, 4
2022-11-02, 104, 46, 22, 11, 1, 4
2022-11-03, 81, 31, 25, 7, , 2
2022-11-04, 45, 54, 18, 19, , 3
2022-11-05, 104, 99, 10, 31, 1, 7
2022-11-06, 170, 40, 26, 18, , 4
2022-11-07, 67, 64, 21, 25, , 5
2022-11-08, 120, 89, 14, 32, 1, 7
2022-11-09, 169, 82, 36, 15, , 7
2022-11-10, 176, 76, 8, 17, , 15
2022-11-11, 161, 4, 23, 5, , 5
2022-11-12, 16, 14, 19, 6, , 1
2022-11-13, 31, 53, 6, 22, , 5
2022-11-14, 104, 41, 24, 20, , 5
2022-11-15, 75, 49, 14, 25, , 5
2022-11-16, 71, 80, 11, 28, 1, 7
2022-11-17, 145, 95, 9, 30, 1, 10
2022-11-18, 174, 101, 21, 21, 1, 8
2022-11-19, 180, 137, 3, 26, , 12
2022-11-20, 219, 52, 21, 14, 1, 4
2022-11-21, 106, 58, 18, 20, , 4
2022-11-22, 118, 77, 15, 28, , 6
2022-11-23, 159, 117, 6, 36, , 9
2022-11-24, 193, 73, 26, 18, , 7
2022-11-25, 102, 23, 22, 5, , 2
2022-11-26, 25, 38, 17, 14, 2, 6
2022-11-27, 68, 78, 22, 11, 2, 4
2022-11-28, 95, 47, 20, 1, 2, 2
2022-11-29, 40, 29, 21, 3, 1, 2
2022-11-30, 39, 31, 19, 6, , 1
2022-12-01, 41, 61, 5, 24, 3, 5
2022-12-02, 119, 29, 25, 11, , 2
2022-12-03, 49, 29, 17, 12, , 1
2022-12-04, 48, 43, 21, 19, 1, 3
2022-12-05, 76, 55, 19, 26, 1, 5
2022-12-06, 106, 42, 14, 25, , 4
2022-12-07, 82, 36, 23, 20, , 3
2022-12-08, 67, 63, 14, 29, 2, 5
2022-12-09, 120, 19, 25, 6, 1, 1
2022-12-10, 34, 20, 23, 10, , 1
2022-12-11, 36, 569, 25, 9, 1, 2
2022-12-12, 229, 91, 24, 1, , 1
2022-12-13, 74, 50, 17, 13, , 3
2022-12-14, 64, 38, 21, 10, 1, 2
2022-12-15, 50, 22, 25, 4, 1, 1
2022-12-16, 29, 31, 23, 2, , 1
2022-12-17, 28, 36, 16, 15, , 1
2022-12-18, 48, 45, 17, 21, , 3
2022-12-19, 70, 59, 26, 28, 1, 5
2022-12-20, 102, 29, 22, 6, , 1
2022-12-21, 40, 17, 23, 3, , 1
2022-12-22, 21, 17, 25, 8, , 1
2022-12-23, 31, 24, 24, 11, , 2
2022-12-24, 48, 33, 17, 19, , 3
2022-12-25, 67, 46, 21, 16, , 2
2022-12-26, 71, 32, 23, 9, 1, 2
2022-12-27, 46, 36, 17, 13, 1, 2
2022-12-28, 61, 21, 24, 10, , 2
2022-12-29, 41, 39, 13, 25, , 4
2022-12-30, 70, 52, 17, 21, 1, 4
2022-12-31, 77, 34, 19, 16, 1, 3
2023-01-01, 62, 16, 21, 8, , 2
2023-01-02, 37, 38, 16, 16, , 3
2023-01-03, 59, 62, 12, 25, 1, 5
2023-01-04, 111, 93, 7, 33, 2, 8
2023-01-05, 170, 88, 26, 27, 2, 7
2023-01-06, 124, 67, 8, 29, 1, 4
2023-01-07, 71, 59, 21, 19, 3, 4
2023-01-08, 79, 35, 21, 14, 1, 3
2023-01-09, 52, 62, 13, 28, 1, 5
2023-01-10, 121, 82, 2, 35, 2, 8
2023-01-11, 159, 117, 2, 32, 2, 8
2023-01-12, 170, 68, 25, 16, , 6
2023-01-13, 144, 12, 26, 2, , 1
2023-01-14, 13, 21, 28, 5, 1, 1
2023-01-15, 23, 41, 21, 13, , 2
2023-01-16, 61, 81, 27, 5, , 2
2023-01-17, 74, 67, 20, 15, , 3
2023-01-18, 89, 72, 24, 15, 1, 3
2023-01-19, 90, 40, 23, 3, , 1
2023-01-20, 38, 59, 21, 13, 2, 5
2023-01-21, 112, 82, 26, 12, 2, 3
2023-01-22, 150, 50, 27, 2, 1, 3
2023-01-23, 76, 39, 25, 2, , 1
2023-01-24, 32, 48, 16, 13, 1, 4
2023-01-25, 87, 47, 26, 8, 1, 2
2023-01-26, 70, 21, 25, 3, , 2
2023-01-27, 29, 62, 24, 6, , 1
2023-01-28, 58, 68, 30, 7, , 2
2023-01-29, 72, 69, 18, 25, 2, 6
2023-01-30, 113, 71, 33, 20, 1, 6
2023-01-31, 109, 32, 28, 4, , 1
2023-02-01, 34, 22, 18, 9, 1, 2
2023-02-02, 38, 44, 14, 23, 1, 4
2023-02-03, 84, 54, 23, 21, 1, 6
2023-02-04, 103, 92, 11, 33, 4, 8
2023-02-05, 168, 104, 28, 26, 5, 10
2023-02-06, 180, 55, 27, 22, 3, 7
2023-02-07, 109, 30, 27, 14, 1, 2
2023-02-08, 69, 60, 13, 26, 4, 6
2023-02-09, 133, 80, 17, 20, 1, 7
2023-02-10, 171, 121, 11, 22, , 9
2023-02-11, 201, 70, 17, 14, , 7
2023-02-12, 153, 9, 31, 6, , 1
2023-02-13, 22, 15, 24, 11, , 2
2023-02-14, 31, 47, 23, 16, 2, 3
2023-02-15, 89, 79, 14, 27, 1, 6
2023-02-16, 153, 116, 11, 37, 2, 10
2023-02-17, 194, 103, 31, 25, 1, 9
2023-02-18, 177, 32, 31, 7, , 2
2023-02-19, 24, 23, 28, 8, , 1
2023-02-20, 18, 40, 19, 15, 1, 3
2023-02-21, 67, 77, 15, 28, 2, 6
2023-02-22, 150, 100, 13, 37, 1, 7
2023-02-23, 173, 37, 29, 17, , 4
2023-02-24, 65, 19, 27, 12, , 1
2023-02-25, 35, 78, 36, 20, 2, 5
2023-02-26, 133, 120, 37, 32, 2, 8
2023-02-27, 190, 60, 35, 19, 1, 4
2023-02-28, 96, 17, 34, 10, , 1
2023-03-01, 19, 53, 31, 19, 1, 3
2023-03-02, 69, 69, 31, 24, 1, 4
2023-03-03, 108, 131, 40, 32, 6, 13
2023-03-04, 191, 135, 39, 25, 2, 12
2023-03-05, 211, 123, 49, 23, 1, 9
2023-03-06, 204, 157, 60, 33, 4, 14
2023-03-07, 237, 101, 47, 21, 1, 7
2023-03-08, 153, 78, 25, 29, 1, 4
2023-03-09, 117, 324, 30, 24, 1, 5
2023-03-10, 168, 147, 32, 6, , 1
2023-03-11, 63, 50, 33, 4, , 1
2023-03-12, 34, 79, 13, 29, 1, 4
2023-03-13, 104, 132, 34, 19, 2, 5
2023-03-14, 120, 105, 33, 3, , 1
2023-03-15, 64, 50, 29, 13, , 2
2023-03-16, 54, 79, 21, 21, 1, 3
2023-03-17, 120, 32, 37, 14, , 2
2023-03-18, 61, 78, 37, 20, 1, 4
2023-03-19, 131, 106, 37, 26, 2, 7
2023-03-20, 182, 102, 47, 23, , 7
2023-03-21, 181, 530, 34, 9, , 3
2023-03-22, 243, 106, 34, 4, , 1
2023-03-23, 100, 62, 28, 9, 1, 1
2023-03-24, 65, 61, 36, 16, 1, 2
2023-03-25, 81, 54, 37, 12, , 1
2023-03-26, 87, 52, 37, 15, , 2
2023-03-27, 70, 95, 50, 24, 3, 7
2023-03-28, 150, 122, 71, 28, 2, 6
2023-03-29, 173, 112, 83, 21, 2, 4
2023-03-30, 165, 79, 67, 13, 2, 3
2023-03-31, 136, 72, 62, 13, 2, 3
2023-04-01, 138, 92, 56, 26, 3, 5
2023-04-02, 163, 73, 49, 15, 2, 6
2023-04-03, 132, 40, 33, 7, 1, 2
2023-04-04, 66, 34, 38, 7, 1, 1
2023-04-05, 70, 39, 34, 5, , 1
2023-04-06, 56, 32, 35, 3, , 1
2023-04-07, 24, 46, 37, 9, , 1
2023-04-08, 57, 87, 47, 21, 1, 4
2023-04-09, 152, 233, 44, 27, 1, 6
2023-04-10, 188, 456, 37, 2, , 2
2023-04-11, 203, 373, 33, 15, 1, 3
2023-04-12, 193, 552, 32, 27, 2, 6
2023-04-13, 224, 189, 41, 14, 2, 4
2023-04-14, 167, 70, 37, 10, , 1
2023-04-15, 108, 49, 39, 14, , 1
2023-04-16, 76, 92, 42, 16, 3, 4
2023-04-17, 128, 71, 55, 21, 1, 4
2023-04-18, 99, 77, 81, 18, 1, 4
2023-04-19, 104, 73, 38, 8, 1, 2
2023-04-20, 59, 39, 35, 5, , 1
2023-04-21, 43, 29, 27, 6, 1, 2
2023-04-22, 67, 53, 37, 16, , 4
2023-04-23, 96, 55, 42, 10, 1, 3
2023-04-24, 86, 68, 40, 6, , 2
2023-04-25, 100, 47, 42, 13, , 1
2023-04-26, 57, 82, 31, 23, 1, 5
2023-04-27, 130, 65, 38, 7, , 2
2023-04-28, 102, 41, 40, 8, , 1
2023-04-29, 46, 40, 48, 12, , 1
2023-04-30, 52, 73, 84, 18, 2, 4
2023-05-01, 120, 74, 87, 13, 1, 4
2023-05-02, 112, 75, 100, 16, 2, 6
2023-05-03, 121, 49, 37, 9, 1, 6
2023-05-04, 95, 23, 32, 7, , 3
2023-05-05, 42, 26, 43, 11, , 2
2023-05-06, 37, 30, 48, 16, 1, 5
2023-05-07, 54, 47, 71, 15, , 2
2023-05-08, 71, 58, 72, 18, 1, 3
2023-05-09, 87, 53, 86, 18, 1, 3
2023-05-10, 76, 69, 94, 18, 2, 4
2023-05-11, 130, 58, 54, 19, 1, 4
